view_id,user_id,show_id,duration_watched,watch_date,completion_percentage
V000517,U00859,S0377,500.0,2025-01-27,79.0
V000518,U00970,S0186,29.0,2025-06-20,84.0
V000519,U01676,S0653,500.0,2024-05-17,15.0
V000520,U01742,S0222,66.0,2024-04-08,54.0
V000521,U01627,S0739,500.0,2024-02-26,57.0
V000522,U01833,S0468,500.0,2024-05-22,56.0
V000523,U00957,S0536,137.0,2025-01-22,81.0
V000524,U01586,S0177,210.0,2024-11-18,72.0
V000525,U00410,S0287,500.0,2024-06-04,46.0
V000526,U00198,S0834,171.0,2024-09-16,26.0
V000527,U01229,S0794,210.0,2024-08-23,76.0
V000528,U01643,S0698,500.0,2024-01-30,18.0
V000529,U01657,S0411,219.0,2025-08-06,27.0
V000530,U02000,S0027,500.0,2024-08-18,37.0
V000531,U00394,S0318,187.0,2025-02-24,93.0
V000532,U00048,S0851,136.0,2024-10-21,32.0
V000533,U01147,S0472,109.0,2025-03-03,97.0
V000534,U01925,S0635,500.0,2024-09-26,77.0
V000535,U00178,S0592,118.0,2025-04-19,42.0
V000536,U01220,S0120,500.0,2024-06-29,79.0
V000537,U00339,S0313,500.0,2024-04-18,26.0
V000538,U00341,S0505,500.0,2025-06-20,12.0
V000539,U00084,S0496,118.0,2025-04-15,56.0
V000540,U00806,S0008,500.0,2024-03-31,55.0
V000541,U00771,S0755,219.0,2025-02-02,94.0
V000542,U01065,S0079,188.0,2024-10-09,26.0
V000543,U00303,S0767,500.0,2024-06-16,49.0
V000544,U00070,S0827,500.0,2025-10-02,71.0
V000545,U00653,S0246,500.0,2025-04-06,64.0
V000546,U01063,S0890,500.0,2024-09-26,56.0
V000547,U00780,S0122,111.0,2024-10-30,10.0
V000548,U00297,S0661,500.0,2024-05-01,66.0
V000549,U00360,S0571,119.0,2024-01-04,55.0
V000550,U01815,S0264,167.0,2024-07-19,35.0
V000551,U01173,S0974,219.0,2024-03-17,87.0
V000552,U00746,S0931,500.0,2024-10-04,77.0
V000553,U00261,S0176,164.0,2024-12-30,56.0
V000554,U00144,S0540,151.0,2024-02-01,78.0
V000555,U00875,S0308,142.0,2024-06-22,94.0
V000556,U01432,S0629,500.0,2024-06-07,86.0
V000557,U00035,S0474,500.0,2024-10-13,95.0
V000558,U01462,S0455,500.0,2025-06-19,21.0
V000559,U01997,S0573,218.0,2024-08-28,22.0
V000560,U00792,S0607,500.0,2024-04-13,49.0
V000561,U00117,S0005,500.0,2025-04-23,52.0
V000562,U00573,S0187,500.0,2025-03-05,43.0
V000563,U00431,S0560,500.0,2024-06-08,93.0
V000564,U01509,S0342,170.0,2024-03-29,51.0
V000565,U00627,S0120,212.0,2024-02-17,45.0
V000566,U01710,S0313,500.0,2025-02-28,34.0
V000567,U00994,S0604,500.0,2024-06-27,89.0
V000568,U00879,S0755,500.0,2025-01-06,99.0
V000569,U01470,S0895,136.0,2024-09-19,13.0
V000570,U01242,S0434,500.0,2025-03-27,85.0
V000571,U00182,S0548,183.0,2024-06-05,69.0
V000572,U00362,S0741,32.0,2025-08-05,85.0
V000573,U00772,S0091,500.0,2024-10-16,37.0
V000574,U01950,S0768,36.0,2025-05-30,18.0
V000575,U00520,S0171,500.0,2025-05-18,79.0
V000576,U01673,S0302,500.0,2024-03-05,44.0
V000577,U01553,S0452,162.0,2024-02-09,89.0
V000578,U01285,S0550,219.0,2024-01-13,93.0
V000579,U00119,S0993,123.0,2025-06-18,28.0
V000580,U00653,S0087,14.0,2024-02-10,99.0
V000581,U01483,S0595,57.0,2025-05-17,52.0
V000582,U01297,S0904,500.0,2024-12-02,86.0
V000583,U01574,S0858,57.0,2024-10-08,75.0
V000584,U01881,S0297,114.0,2024-11-25,13.0
V000585,U01538,S0959,74.0,2024-02-16,24.0
V000586,U00736,S0505,219.0,2025-03-23,19.0
V000587,U01860,S0602,500.0,2024-08-09,36.0
V000588,U01899,S0527,500.0,2024-07-09,66.0
V000589,U01757,S0744,219.0,2024-12-09,94.0
V000590,U01791,S0392,125.0,2024-09-16,63.0
V000591,U01830,S0987,162.0,2025-02-02,89.0
V000592,U01279,S0306,500.0,2024-09-04,65.0
V000593,U00066,S0083,197.0,2025-03-27,34.0
V000594,U01474,S0522,500.0,2024-01-06,47.0
V000595,U00934,S0597,500.0,2024-12-26,89.0
V000596,U01194,S0406,500.0,2025-01-07,72.0
V000597,U01892,S0971,82.0,2024-03-26,56.0
V000598,U01454,S0816,187.0,2024-08-17,56.0
V000599,U00171,S0278,198.0,2024-01-15,82.0
V000600,U00938,S0189,185.0,2025-01-25,71.0
V000601,U00346,S0987,500.0,2025-05-26,79.0
V000602,U00663,S0868,29.0,2024-05-12,15.0
V000603,U00348,S0311,115.0,2025-05-26,11.0
V000604,U00655,S0628,500.0,2024-01-15,17.0
V000605,U00308,S0667,138.0,2025-03-13,26.0
V000606,U00577,S0451,500.0,2024-01-08,97.0
V000607,U01959,S0312,39.0,2025-09-05,78.0
V000608,U01173,S0783,138.0,2024-12-20,47.0
V000609,U00774,S0356,500.0,2025-02-13,60.0
V000610,U01802,S0150,90.0,2024-08-21,32.0
V000611,U01996,S0311,25.0,2024-03-27,83.0
V000612,U01669,S0908,193.0,2025-05-26,70.0
V000613,U00853,S0682,19.0,2024-04-27,35.0
V000614,U00298,S0900,500.0,2024-05-24,54.0
V000615,U01052,S0645,500.0,2025-01-07,80.0
V000616,U00072,S0090,500.0,2024-04-24,12.0
V000617,U01413,S0582,201.0,2024-01-12,69.0
V000618,U00083,S0951,500.0,2024-01-14,94.0
V000619,U01733,S0554,500.0,2025-02-07,42.0
V000620,U00581,S0286,107.0,2025-06-02,11.0
V000621,U00340,S0618,500.0,2024-05-25,51.0
V000622,U01907,S0741,500.0,2025-10-04,46.0
V000623,U01568,S0905,500.0,2024-02-20,67.0
V000624,U01609,S0763,144.0,2025-02-19,12.0
V000625,U01131,S0739,59.0,2025-06-03,62.0
V000626,U01409,S0733,218.0,2025-05-01,40.0
V000627,U01151,S0520,154.0,2025-06-17,33.0
V000628,U00421,S0019,500.0,2024-10-31,56.0
V000629,U01066,S0610,500.0,2024-03-20,69.0
V000630,U00372,S0733,136.0,2025-03-31,44.0
V000631,U00115,S0424,500.0,2025-06-18,97.0
V000632,U01385,S0541,33.0,2024-06-16,66.0
V000633,U00018,S0158,500.0,2025-10-06,56.0
V000634,U00633,S0599,500.0,2024-06-03,10.0
V000635,U00436,S0851,74.0,2024-08-27,78.0
V000636,U00121,S0891,128.0,2024-05-15,73.0
V000637,U01788,S0573,500.0,2024-05-21,81.0
V000638,U00741,S0024,500.0,2024-02-09,44.0
V000639,U01172,S0059,500.0,2025-06-06,49.0
V000640,U00749,S0388,191.0,2025-04-20,92.0
V000641,U01538,S0422,23.0,2025-01-19,60.0
V000642,U00506,S0791,147.0,2024-04-26,11.0
V000643,U01930,S0204,500.0,2025-03-04,46.0
V000644,U00402,S0222,43.0,2025-06-18,53.0
V000645,U01276,S0180,131.0,2025-05-31,68.0
V000646,U00424,S0023,30.0,2024-02-26,83.0
V000647,U00449,S0965,126.0,2025-06-08,29.0
V000648,U01449,S0869,500.0,2024-11-24,51.0
V000649,U00590,S0664,44.0,2024-09-18,48.0
V000650,U01512,S0371,97.0,2024-05-04,75.0
V000651,U00750,S0551,129.0,2024-12-16,93.0
V000652,U00551,S0265,199.0,2025-03-15,21.0
V000653,U01417,S0706,500.0,2024-04-12,60.0
V000654,U00894,S0492,500.0,2025-07-05,74.0
V000655,U01959,S0706,129.0,2024-10-23,63.0
V000656,U00903,S0279,79.0,2025-02-10,87.0
V000657,U01907,S0722,500.0,2025-08-04,30.0
V000658,U00036,S0071,500.0,2024-11-07,65.0
V000659,U00121,S0310,57.0,2024-10-24,19.0
V000660,U00222,S0202,46.0,2024-10-07,55.0
V000661,U00096,S0212,20.0,2024-09-26,40.0
V000662,U01620,S0160,7.0,2025-06-24,85.0
V000663,U00050,S0663,500.0,2025-10-01,29.0
V000664,U01497,S0465,500.0,2024-06-06,31.0
V000665,U01621,S0505,500.0,2024-06-12,86.0
V000666,U01241,S0906,68.0,2024-01-05,63.0
V000667,U01917,S0345,500.0,2025-03-03,58.0
V000668,U01930,S0991,139.0,2024-08-16,78.0
V000669,U01258,S0210,500.0,2024-03-21,30.0
V000670,U01163,S0622,500.0,2025-02-01,56.0
V000671,U01883,S0920,162.0,2024-02-09,56.0
V000672,U01647,S0206,69.0,2024-07-18,71.0
V000673,U01735,S0101,500.0,2025-07-06,59.0
V000674,U01203,S0627,220.0,2025-02-23,98.0
V000675,U01241,S0130,77.0,2024-05-28,67.0
V000676,U00039,S0510,172.0,2025-04-28,95.0
V000677,U01286,S0256,32.0,2025-03-25,93.0
V000678,U01174,S0629,500.0,2025-04-16,100.0
V000679,U01451,S0613,154.0,2024-01-19,96.0
V000680,U01649,S0129,500.0,2025-01-22,10.0
V000681,U00490,S0556,76.0,2025-05-04,87.0
V000682,U01498,S0628,500.0,2024-08-15,75.0
V000683,U01439,S0103,194.0,2024-05-23,36.0
V000684,U00068,S0953,500.0,2024-04-14,99.0
V000685,U01293,S0558,161.0,2024-08-25,52.0
V000686,U01871,S0922,53.0,2024-12-23,53.0
V000687,U00145,S0653,219.0,2024-08-21,27.0
V000688,U00048,S0816,134.0,2025-01-03,23.0
V000689,U00635,S0899,219.0,2024-11-18,13.0
V000690,U01799,S0211,141.0,2024-05-25,46.0
V000691,U01169,S0779,125.0,2025-04-24,61.0
V000692,U01387,S0355,29.0,2024-06-04,94.0
V000693,U01865,S0823,190.0,2024-04-24,19.0
V000694,U00579,S0207,90.0,2024-11-23,27.0
V000695,U01918,S0145,500.0,2025-01-16,33.0
V000696,U01549,S0654,500.0,2024-03-24,18.0
V000697,U01845,S0844,500.0,2025-08-04,84.0
V000698,U00085,S0903,204.0,2024-01-29,96.0
V000699,U01683,S0139,500.0,2024-07-22,70.0
V000700,U01079,S0200,219.0,2025-06-14,78.0
V000701,U01496,S0898,500.0,2024-02-23,40.0
V000702,U01271,S0270,500.0,2024-09-11,34.0
V000703,U01898,S0131,25.0,2024-06-08,75.0
V000704,U01475,S0924,500.0,2025-03-24,100.0
V000705,U00868,S0139,25.0,2024-03-06,97.0
V000706,U01982,S0405,151.0,2024-11-22,68.0
V000707,U00733,S0979,500.0,2025-01-26,15.0
V000708,U00229,S0279,500.0,2025-06-21,28.0
V000709,U01297,S0131,500.0,2024-10-26,20.0
V000710,U01261,S0444,59.0,2025-01-06,48.0
V000711,U01123,S0475,129.0,2024-01-07,67.0
V000712,U01931,S0949,500.0,2024-11-06,56.0
V000713,U01083,S0326,500.0,2024-06-20,75.0
V000714,U01363,S0037,63.0,2025-01-18,71.0
V000715,U01841,S0903,107.0,2024-10-11,16.0
V000716,U01434,S0449,500.0,2024-10-21,75.0
V000717,U00510,S0461,111.0,2025-07-04,74.0
V000718,U01370,S0461,207.0,2024-01-03,60.0
V000719,U00377,S0765,500.0,2024-07-02,79.0
V000720,U00790,S0737,500.0,2024-01-16,100.0
V000721,U01537,S0405,204.0,2025-01-09,10.0
V000722,U01986,S0100,500.0,2024-11-19,12.0
V000723,U01827,S0909,500.0,2025-12-04,52.0
V000724,U01580,S0643,189.0,2025-11-03,99.0
V000725,U00765,S0984,500.0,2024-05-19,37.0
V000726,U01151,S0611,500.0,2024-09-25,30.0
V000727,U01335,S0651,500.0,2024-01-13,34.0
V000728,U01693,S0423,6.0,2024-01-01,43.0
V000729,U01384,S0890,196.0,2024-01-15,34.0
V000730,U00177,S0785,500.0,2024-11-27,65.0
V000731,U01362,S0597,500.0,2024-09-03,90.0
V000732,U01129,S0634,500.0,2025-04-04,61.0
V000733,U00733,S0287,500.0,2025-03-06,84.0
V000734,U00087,S0515,125.0,2025-03-08,11.0
V000735,U01378,S0895,500.0,2024-09-14,67.0
V000736,U01838,S0631,500.0,2024-01-23,77.0
V000737,U01966,S0380,203.0,2025-03-04,46.0
V000738,U00367,S0432,500.0,2024-06-16,10.0
V000739,U00987,S0031,57.0,2025-12-01,26.0
V000740,U01136,S0035,500.0,2024-09-14,12.0
V000741,U00898,S0053,31.0,2024-05-31,96.0
V000742,U01036,S0580,500.0,2024-01-10,33.0
V000743,U00276,S0397,500.0,2024-11-10,98.0
V000744,U00252,S0849,73.0,2025-04-18,32.0
V000745,U00830,S0738,500.0,2024-01-30,77.0
V000746,U00062,S0098,500.0,2024-10-19,56.0
V000747,U01679,S0126,500.0,2024-09-20,24.0
V000748,U01947,S0716,14.0,2024-10-09,96.0
V000749,U01725,S0406,500.0,2024-01-15,63.0
V000750,U00194,S0855,500.0,2025-05-21,51.0
V000751,U00534,S0589,500.0,2024-11-25,53.0
V000752,U00635,S0500,500.0,2024-12-17,30.0
V000753,U00403,S0402,500.0,2025-09-05,25.0
V000754,U01460,S0627,79.0,2024-11-16,49.0
V000755,U00610,S0498,103.0,2024-05-09,28.0
V000756,U00528,S0984,500.0,2025-03-26,61.0
V000757,U00616,S0923,219.0,2024-07-13,74.0
V000758,U01417,S0872,202.0,2024-06-30,82.0
V000759,U00314,S0551,500.0,2025-08-06,11.0
V000760,U00792,S0344,500.0,2025-07-02,18.0
V000761,U00209,S0374,500.0,2024-07-24,79.0
V000762,U01793,S0482,500.0,2024-04-24,47.0
V000763,U00863,S0478,70.0,2025-02-10,65.0
V000764,U01033,S0864,500.0,2025-05-20,98.0
V000765,U01827,S0950,112.0,2025-01-10,79.0
V000766,U00776,S0083,500.0,2024-06-16,33.0
V000767,U00700,S0226,177.0,2024-04-30,83.0
V000768,U01695,S0155,195.0,2024-12-05,56.0
V000769,U01881,S0583,66.0,2025-02-07,28.0
V000770,U00599,S0574,183.0,2024-12-15,43.0
V000771,U01251,S0875,500.0,2024-12-29,58.0
V000772,U01891,S0651,207.0,2024-08-16,38.0
V000773,U00227,S0010,40.0,2025-01-26,62.0
V000774,U00392,S0156,142.0,2024-05-04,90.0
V000775,U01411,S0886,198.0,2024-07-30,72.0
V000776,U00947,S0932,500.0,2024-01-27,26.0
V000777,U00946,S0383,500.0,2024-01-01,56.0
V000778,U01774,S0139,500.0,2024-09-26,89.0
V000779,U00149,S0289,163.0,2024-03-29,28.0
V000780,U01631,S0452,63.0,2024-08-14,60.0
V000781,U01231,S0420,26.0,2025-05-14,60.0
V000782,U00261,S0410,78.0,2025-06-20,25.0
V000783,U00307,S0889,105.0,2025-04-23,87.0
V000784,U00793,S0794,500.0,2024-09-14,15.0
V000785,U01423,S0806,160.0,2024-01-03,48.0
V000786,U00265,S0975,500.0,2024-02-28,50.0
V000787,U01572,S0587,500.0,2024-07-15,93.0
V000788,U00960,S0383,104.0,2025-02-26,82.0
V000789,U01532,S0688,160.0,2024-09-11,12.0
V000790,U01965,S0510,500.0,2024-09-08,85.0
V000791,U01675,S0234,500.0,2024-02-07,89.0
V000792,U01934,S0327,123.0,2024-11-24,61.0
V000793,U01083,S0897,16.0,2025-02-07,63.0
V000794,U00569,S1000,55.0,2025-01-25,67.0
V000795,U01511,S0846,79.0,2024-11-20,62.0
V000796,U00933,S0238,109.0,2025-02-23,37.0
V000797,U01859,S0096,194.0,2024-11-04,90.0
V000798,U00937,S0021,500.0,2024-01-27,56.0
V000799,U01949,S0844,500.0,2024-12-31,53.0
V000800,U01662,S0461,51.0,2024-03-19,37.0
V000801,U01177,S0074,500.0,2024-11-17,85.0
V000802,U00606,S0225,194.0,2024-06-18,48.0
V000803,U01909,S0488,219.0,2024-08-10,68.0
V000804,U00115,S0520,500.0,2024-12-04,62.0
V000805,U00655,S0301,113.0,2024-07-12,11.0
V000806,U01504,S0002,219.0,2024-05-14,90.0
V000807,U01702,S0336,178.0,2024-06-02,90.0
V000808,U00449,S0678,157.0,2024-12-17,67.0
V000809,U01686,S0767,94.0,2025-01-31,39.0
V000810,U00274,S0688,500.0,2024-07-20,64.0
V000811,U00520,S0503,196.0,2024-01-24,76.0
V000812,U01424,S0417,500.0,2024-03-31,89.0
V000813,U01743,S0345,153.0,2025-03-21,25.0
V000814,U00789,S0918,27.0,2024-05-14,28.0
V000815,U01146,S0787,77.0,2025-06-13,52.0
V000816,U00123,S0667,91.0,2024-11-26,92.0
V000817,U00484,S0823,68.0,2024-01-10,24.0
V000818,U01916,S0393,133.0,2024-01-01,40.0
V000819,U01076,S0719,124.0,2025-06-24,24.0
V000820,U00675,S0489,500.0,2025-06-06,51.0
V000821,U01599,S0761,500.0,2024-10-26,87.0
V000822,U01057,S0794,500.0,2024-09-03,29.0
V000823,U00474,S0865,500.0,2024-02-20,34.0
V000824,U01758,S0511,68.0,2025-02-23,64.0
V000825,U00778,S0852,54.0,2024-03-09,18.0
V000826,U01765,S0953,123.0,2024-03-20,55.0
V000827,U00244,S0936,27.0,2025-10-05,51.0
V000828,U01778,S0142,500.0,2024-07-24,47.0
V000829,U00498,S0012,500.0,2024-05-24,42.0
V000830,U01404,S0048,500.0,2024-04-22,43.0
V000831,U01628,S0715,219.0,2024-09-22,12.0
V000832,U00281,S0176,11.0,2024-11-20,56.0
V000833,U00406,S0755,119.0,2024-07-01,72.0
V000834,U00722,S0277,133.0,2024-12-10,68.0
V000835,U01314,S0890,500.0,2024-06-19,99.0
V000836,U01306,S0983,500.0,2024-07-16,86.0
V000837,U01390,S0289,122.0,2025-03-14,97.0
V000838,U01395,S0095,500.0,2025-09-04,60.0
V000839,U01625,S0556,500.0,2024-05-21,20.0
V000840,U00954,S0119,44.0,2024-11-06,14.0
V000841,U01009,S0692,20.0,2024-05-11,38.0
V000842,U00376,S0085,104.0,2024-04-20,16.0
V000843,U01321,S0033,500.0,2024-08-09,56.0
V000844,U01744,S0303,500.0,2024-04-24,94.0
V000845,U00728,S0626,166.0,2025-05-01,47.0
V000846,U01932,S0346,53.0,2024-12-21,39.0
V000847,U01521,S0333,161.0,2024-11-28,13.0
V000848,U00263,S0073,500.0,2024-05-16,43.0
V000849,U01128,S0617,500.0,2025-03-05,29.0
V000850,U00033,S0483,163.0,2024-03-13,28.0
V000851,U00638,S0602,500.0,2024-09-29,30.0
V000852,U00274,S0555,500.0,2025-04-30,89.0
V000853,U01536,S0076,162.0,2025-08-03,57.0
V000854,U00177,S0006,120.0,2025-12-05,100.0
V000855,U01477,S0761,500.0,2024-09-08,31.0
V000856,U00815,S0388,185.0,2025-04-23,51.0
V000857,U01189,S0323,500.0,2024-08-20,63.0
V000858,U00390,S0570,500.0,2024-09-02,71.0
V000859,U01818,S0744,500.0,2024-02-28,56.0
V000860,U01082,S0557,194.0,2025-01-22,74.0
V000861,U01213,S0859,500.0,2025-01-04,65.0
V000862,U00083,S0578,500.0,2024-03-24,63.0
V000863,U01067,S0548,500.0,2025-07-02,53.0
V000864,U00301,S0079,219.0,2024-03-27,82.0
V000865,U00596,S0688,152.0,2024-08-19,23.0
V000866,U01367,S0529,180.0,2024-09-10,30.0
V000867,U00765,S0185,199.0,2024-07-09,92.0
V000868,U01932,S0350,500.0,2024-03-04,14.0
V000869,U00239,S0200,38.0,2024-12-12,77.0
V000870,U00312,S0118,500.0,2024-08-11,11.0
V000871,U00511,S0481,500.0,2024-10-16,10.0
V000872,U01883,S0377,500.0,2024-05-30,55.0
V000873,U01277,S0520,153.0,2024-08-27,68.0
V000874,U01960,S0204,219.0,2025-03-12,11.0
V000875,U00386,S0090,32.0,2025-04-19,63.0
V000876,U01438,S0787,58.0,2025-08-04,60.0
V000877,U00019,S0172,500.0,2025-01-06,56.0
V000878,U00059,S0405,57.0,2024-05-23,38.0
V000879,U01367,S0709,219.0,2025-03-31,86.0
V000880,U00327,S0211,125.0,2024-01-31,30.0
V000881,U00776,S0576,83.0,2025-05-03,77.0
V000882,U01406,S0368,500.0,2025-10-06,92.0
V000883,U00578,S0532,26.0,2024-01-20,95.0
V000884,U00866,S0931,500.0,2025-05-21,97.0
V000885,U01495,S0112,168.0,2025-03-26,12.0
V000886,U01449,S0833,67.0,2025-02-01,44.0
V000887,U01021,S0237,500.0,2024-12-05,97.0
V000888,U00073,S0711,500.0,2024-08-15,89.0
V000889,U01073,S0540,500.0,2024-11-28,59.0
V000890,U00690,S0438,500.0,2025-07-06,29.0
V000891,U01512,S0417,500.0,2024-10-27,93.0
V000892,U01066,S0183,500.0,2024-07-05,75.0
V000893,U01033,S0649,195.0,2024-04-11,13.0
V000894,U00826,S0477,122.0,2025-08-01,56.0
V000895,U00961,S0942,500.0,2024-02-06,91.0
V000896,U01307,S0526,500.0,2024-04-29,82.0
V000897,U01861,S0730,125.0,2025-01-23,41.0
V000898,U01129,S0942,500.0,2024-01-03,30.0
V000899,U01839,S0649,500.0,2025-02-22,83.0
V000900,U01512,S0689,77.0,2025-01-24,84.0
V000901,U01371,S0828,500.0,2024-12-29,55.0
V000902,U01072,S0744,137.0,2024-06-11,15.0
V000903,U00787,S0553,500.0,2024-01-19,81.0
V000904,U01650,S0724,500.0,2025-05-23,58.0
V000905,U01797,S0823,500.0,2024-09-06,100.0
V000906,U00549,S0829,90.0,2025-01-30,99.0
V000907,U00434,S0921,23.0,2025-04-28,73.0
V000908,U00840,S0077,205.0,2024-01-08,17.0
V000909,U00337,S0237,500.0,2025-04-27,83.0
V000910,U01861,S0874,500.0,2025-05-13,26.0
V000911,U00734,S0574,96.0,2025-11-06,96.0
V000912,U00158,S0620,122.0,2024-09-13,71.0
V000913,U00832,S0381,500.0,2025-01-29,89.0
V000914,U00903,S0704,500.0,2024-11-30,41.0
V000915,U00019,S0429,33.0,2024-11-26,96.0
V000916,U00291,S0342,33.0,2024-01-13,19.0
V000917,U01177,S0737,500.0,2024-10-19,96.0
V000918,U01241,S0306,500.0,2024-04-10,71.0
V000919,U01728,S0910,500.0,2024-01-31,61.0
V000920,U01673,S0686,500.0,2024-05-08,23.0
V000921,U01612,S0202,500.0,2024-05-11,14.0
V000922,U00020,S0179,7.0,2025-02-01,90.0
V000923,U00612,S0010,500.0,2025-01-21,62.0
V000924,U01899,S0031,500.0,2024-11-10,56.0
V000925,U01159,S0874,500.0,2024-01-29,42.0
V000926,U01023,S0232,213.0,2025-02-03,89.0
V000927,U01630,S0186,171.0,2024-01-14,48.0
V000928,U00104,S0315,204.0,2024-02-16,88.0
V000929,U00386,S0253,500.0,2024-10-22,17.0
V000930,U01858,S0369,500.0,2025-02-19,38.0
V000931,U00515,S0666,500.0,2024-10-20,91.0
V000932,U00138,S0568,62.0,2024-06-07,77.0
V000933,U01081,S0083,500.0,2025-02-10,45.0
V000934,U01629,S0879,500.0,2024-05-11,31.0
V000935,U00282,S0630,80.0,2025-05-08,86.0
V000936,U00540,S0801,500.0,2024-12-05,56.0
V000937,U01188,S0382,118.0,2024-02-10,16.0
V000938,U01078,S0074,500.0,2025-02-20,15.0
V000939,U01065,S0583,77.0,2024-05-06,40.0
V000940,U01293,S0045,500.0,2024-02-20,60.0
V000941,U01891,S0724,9.0,2024-03-25,41.0
V000942,U00126,S0382,114.0,2025-03-16,65.0
V000943,U01062,S0111,500.0,2024-04-06,49.0
V000944,U00990,S0125,500.0,2024-06-27,38.0
V000945,U01414,S0702,500.0,2024-08-17,55.0
V000946,U00282,S0479,165.0,2024-11-21,14.0
V000947,U01884,S0277,152.0,2024-10-12,10.0
V000948,U01804,S0802,53.0,2024-02-04,77.0
V000949,U01926,S0563,500.0,2024-11-08,30.0
V000950,U00951,S0304,500.0,2024-09-27,98.0
V000951,U01985,S0066,500.0,2024-08-28,65.0
V000952,U00630,S0130,217.0,2024-08-21,32.0
V000953,U00488,S0262,173.0,2025-05-05,17.0
V000954,U00807,S0220,150.0,2024-01-05,62.0
V000955,U00809,S0784,180.0,2025-05-31,29.0
V000956,U01342,S0384,179.0,2024-04-24,26.0
V000957,U00545,S0839,500.0,2024-06-03,43.0
V000958,U00468,S0377,500.0,2025-03-20,38.0
V000959,U00659,S0324,219.0,2024-01-15,13.0
V000960,U01563,S0538,500.0,2025-01-07,98.0
V000961,U00775,S0921,500.0,2025-05-06,40.0
V000962,U01082,S0147,500.0,2024-12-05,61.0
V000963,U00695,S0320,500.0,2024-06-14,30.0
V000964,U00383,S0153,500.0,2024-04-21,81.0
V000965,U00999,S0699,500.0,2025-03-19,83.0
V000966,U01509,S0149,500.0,2024-02-24,94.0
V000967,U01312,S0971,6.0,2024-10-19,39.0
V000968,U01206,S0546,500.0,2025-01-16,71.0
V000969,U00614,S0872,117.0,2024-03-30,89.0
V000970,U00876,S0164,500.0,2024-07-16,63.0
V000971,U01973,S0066,500.0,2024-02-17,22.0
V000972,U01930,S0628,66.0,2024-05-30,63.0
V000973,U00190,S0547,500.0,2024-06-29,76.0
V000974,U00782,S0566,500.0,2024-06-11,87.0
V000975,U00608,S0650,49.0,2025-04-09,88.0
V000976,U01049,S0584,56.0,2024-02-10,37.0
V000977,U01742,S0147,133.0,2024-07-10,77.0
V000978,U00645,S0620,123.0,2024-03-31,99.0
V000979,U00440,S0213,38.0,2024-09-21,40.0
V000980,U00354,S0257,10.0,2025-01-28,86.0
V000981,U01259,S0362,82.0,2024-08-15,56.0
V000982,U01220,S0830,500.0,2024-08-29,94.0
V000983,U00681,S0316,219.0,2025-05-26,72.0
V000984,U00392,S0862,500.0,2025-03-27,53.0
V000985,U00390,S0292,136.0,2024-02-13,53.0
V000986,U00403,S0663,133.0,2024-06-05,19.0
V000987,U01934,S0619,110.0,2025-06-03,47.0
V000988,U01205,S0141,500.0,2025-02-19,45.0
V000989,U00962,S0162,29.0,2024-09-06,93.0
V000990,U01862,S0597,146.0,2024-12-30,10.0
V000991,U00980,S0122,157.0,2025-01-31,74.0
V000992,U01860,S0920,500.0,2025-02-04,88.0
V000993,U00589,S0280,500.0,2024-02-16,75.0
V000994,U00484,S0571,174.0,2025-01-04,68.0
V000995,U01504,S1000,141.0,2025-03-23,50.0
V000996,U01043,S0486,500.0,2024-03-26,16.0
V000997,U01407,S0118,500.0,2024-06-18,24.0
V000998,U01222,S0775,500.0,2024-01-15,95.0
V000999,U01892,S0375,500.0,2024-05-24,59.0
V001000,U01838,S0293,168.0,2024-09-28,47.0
V001001,U01984,S0382,500.0,2025-12-03,71.0
V001002,U00269,S0633,39.0,2025-06-18,16.0
V001003,U00944,S0140,500.0,2024-07-05,11.0
V001004,U01756,S0269,77.0,2024-03-17,35.0
V001005,U01621,S0620,500.0,2025-02-26,92.0
V001006,U01326,S0320,500.0,2025-03-16,46.0
V001007,U00058,S0345,500.0,2025-03-28,64.0
V001008,U00190,S0083,12.0,2024-05-14,76.0
V001009,U00477,S0947,219.0,2024-12-30,53.0
V001010,U01983,S0458,500.0,2024-04-11,56.0
V001011,U01836,S0599,81.0,2025-05-08,68.0
V001012,U01845,S0262,500.0,2024-11-06,47.0
V001013,U00766,S0696,500.0,2024-08-31,31.0
V001014,U01081,S0169,19.0,2024-08-12,22.0
V001015,U01528,S0467,157.0,2024-04-28,82.0
V001016,U00541,S0393,147.0,2025-01-27,80.0
V001017,U00278,S0555,128.0,2025-05-17,31.0
V001018,U00567,S0118,51.0,2025-03-03,27.0
V001019,U00462,S0615,99.0,2024-11-03,46.0
V001020,U01032,S0025,500.0,2024-07-30,24.0
V001021,U00078,S0106,500.0,2024-02-07,48.0
V001022,U01053,S0482,500.0,2024-12-18,83.0
V001023,U00181,S0746,500.0,2024-06-06,74.0
V001024,U00277,S0491,500.0,2025-01-21,11.0
V001025,U00832,S0440,500.0,2024-05-30,65.0
V001026,U01292,S0926,184.0,2024-09-03,77.0
V001027,U01764,S0360,73.0,2024-02-14,98.0
V001028,U00499,S0102,500.0,2024-08-29,22.0
V001029,U00012,S0662,500.0,2024-02-19,100.0
V001030,U02000,S0199,500.0,2024-03-02,29.0
V001031,U00427,S0227,500.0,2025-05-01,99.0
V001032,U01363,S0322,214.0,2025-06-02,80.0
V001033,U01528,S0157,167.0,2024-10-20,49.0
